,query,museum_id,museum_name,rel
56,National Portrait Gallery,726,Florida Museum of Natural History,1
57,National Portrait Gallery,4420,Governor Stephen Hopkins House,1
58,National Portrait Gallery,4404,Block Island Southeast Light,1
59,National Portrait Gallery,5456,National Law Enforcement Museum,1
60,National Portrait Gallery,1205,Gaylord Building,1
61,National Portrait Gallery,2089,Strathmore,1
62,National Portrait Gallery,2059,National Capitol Radio & Television Museum,1
63,National Portrait Gallery,4377,Valley Forge National Historical Park,1
64,National Portrait Gallery,4015,National Museum of the United States Air Force,1
65,National Portrait Gallery,4956,University Chapel,1
66,National Portrait Gallery,1507,T. C. Steele State Historic Site,1
67,National Portrait Gallery,150,Manistee Ranch,1
68,National Portrait Gallery,5021,Red Hill Patrick Henry National Memorial,1
69,National Portrait Gallery,3461,Kykuit,1
70,National Portrait Gallery,5349,National Railroad Museum,1
71,National Portrait Gallery,31,Fort Mitchell,1
72,National Portrait Gallery,673,Child of the Sun Visitor Center,1
73,National Portrait Gallery,5631,Boston Athenæum,1
74,National Portrait Gallery,619,"Winterthur Museum, Garden and Library",1
75,National Portrait Gallery,5450,National Bonsai and Penjing Museum,1
76,National Portrait Gallery,492,Glass House,1
77,National Portrait Gallery,4468,Whitehall Museum House,1
78,National Portrait Gallery,4045,Schumacher Gallery,1
79,National Portrait Gallery,458,Bush–Holley House,1
80,National Portrait Gallery,3647,William H. Seward House,1
81,National Portrait Gallery,2151,Chesterwood Estate & Museum,1
82,National Portrait Gallery,263,Pea Ridge National Military Park,1
83,National Portrait Gallery,4650,Graceland,1
84,National Portrait Gallery,3509,National Museum of Racing and Hall of Fame,1
85,National Portrait Gallery,4418,Gilbert Stuart Birthplace,1
86,National Portrait Gallery,923,St. Photios Greek Orthodox National Shrine,1
87,National Portrait Gallery,2377,Copper Range Historical Museum,1
88,National Portrait Gallery,491,Gillette Castle State Park,1
89,National Portrait Gallery,4645,Fisk University Galleries,1
90,National Portrait Gallery,3265,National Scouting Museum,1
91,National Portrait Gallery,4775,Springville Museum of Art,1
92,National Portrait Gallery,4984,Mount Vernon,1
93,National Portrait Gallery,3354,Cobblestone Society Museum,1
94,National Portrait Gallery,4534,Nathaniel Russell House,1
95,National Portrait Gallery,4066,William McKinley Presidential Library and Museum,1
96,National Portrait Gallery,201,Yuma Territorial Prison,1
97,National Portrait Gallery,3348,Chemung Valley History Museum,1
98,National Portrait Gallery,3985,James A. Garfield National Historic Site,1
99,National Portrait Gallery,5465,National Portrait Gallery,5
100,National Portrait Gallery,2838,Laumeier Sculpture Park,1
101,National Portrait Gallery,1822,E. D. White Historic Site,1
102,National Portrait Gallery,3304,Albany Institute of History & Art,1
103,National Portrait Gallery,1336,Ulysses S. Grant Home,1
104,National Portrait Gallery,1685,National Agricultural Center and Hall of Fame,1
105,National Portrait Gallery,2921,Agate Fossil Beds National Monument,1
106,National Portrait Gallery,4448,Newport Colony House,1
107,National Portrait Gallery,2006,Canal Place,1
108,National Portrait Gallery,4136,Sam Noble Oklahoma Museum of Natural History,1
109,National Portrait Gallery,3431,Home of Franklin D. Roosevelt National Historic Site,1
110,National Portrait Gallery,2828,Harry S. Truman National Historic Site,1
111,National Portrait Gallery,4399,Artillery Company of Newport,1
112,National Portrait Gallery,2862,National Churchill Museum,1
113,National Portrait Gallery,5435,Hirshhorn Museum and Sculpture Garden,1
114,National Portrait Gallery,3976,Hawthorn Hill,1
115,National Portrait Gallery,129,DeGrazia Gallery in the Sun Historic District,1
116,National Portrait Gallery,5387,Taliesin,1
117,National Portrait Gallery,5091,Woodrow Wilson Presidential Library and Museum,1
118,National Portrait Gallery,3383,Fort Crailo,1
119,National Portrait Gallery,691,Cummer Museum of Art and Gardens,1
0,"Museum of Science, Boston",1038,Museum of Arts and Sciences,1
1,"Museum of Science, Boston",217,Clinton Presidential Center,1
2,"Museum of Science, Boston",1929,Maine Discovery Museum,1
3,"Museum of Science, Boston",205,Arkansas Museum of Discovery,1
4,"Museum of Science, Boston",1724,Creation Museum,1
5,"Museum of Science, Boston",5459,National Museum of American History,1
6,"Museum of Science, Boston",4525,Mace Brown Museum of Natural History,1
7,"Museum of Science, Boston",1594,Putnam Museum,1
8,"Museum of Science, Boston",3806,North Carolina Museum of Natural Sciences at Whiteville,1
9,"Museum of Science, Boston",5452,National Children's Museum,1
10,"Museum of Science, Boston",3436,Hudson River Museum,1
11,"Museum of Science, Boston",1280,Museum of Science and Industry,2
12,"Museum of Science, Boston",347,Buell Children's Museum,1
13,"Museum of Science, Boston",928,Pensacola Museum of History,1
14,"Museum of Science, Boston",4488,Columbia Museum of Art,1
15,"Museum of Science, Boston",3566,Rockwell Museum,1
16,"Museum of Science, Boston",1616,University of Iowa Museum of Natural History,1
17,"Museum of Science, Boston",874,Orlando Science Center,1
18,"Museum of Science, Boston",73,U.S. Space & Rocket Center,1
19,"Museum of Science, Boston",276,Aerospace Museum of California,1
20,"Museum of Science, Boston",1000,Georgia Museum of Natural History,1
21,"Museum of Science, Boston",5067,Virginia Living Museum,1
22,"Museum of Science, Boston",369,El Pueblo History Museum,1
23,"Museum of Science, Boston",463,Children's Museum,1
24,"Museum of Science, Boston",5602,The Whaling Museum & Education Center,1
25,"Museum of Science, Boston",842,Museum of Arts and Sciences,1
26,"Museum of Science, Boston",2257,MIT Museum,2
27,"Museum of Science, Boston",2435,Icebreaker Mackinaw Maritime Museum,1
28,"Museum of Science, Boston",3271,New Mexico Museum of Space History,1
29,"Museum of Science, Boston",165,Petrified Forest National Park,1
30,"Museum of Science, Boston",294,Eastern California Museum,1
31,"Museum of Science, Boston",1134,Art Institute of Chicago,1
32,"Museum of Science, Boston",5025,Ripley's Believe It or Not!,1
33,"Museum of Science, Boston",1640,Cosmosphere,1
34,"Museum of Science, Boston",5070,Virginia Museum of Natural History,1
35,"Museum of Science, Boston",4832,Southern Vermont Natural History Museum,1
36,"Museum of Science, Boston",5394,UW–Madison Geology Museum,1
37,"Museum of Science, Boston",946,Vizcaya Museum and Gardens,1
38,"Museum of Science, Boston",2316,Springfield Science Museum,1
39,"Museum of Science, Boston",3772,Mineral and Lapidary Museum,1
40,"Museum of Science, Boston",1378,Conner Prairie,1
41,"Museum of Science, Boston",3805,North Carolina Museum of Natural Sciences,1
42,"Museum of Science, Boston",2524,Sloan Museum,1
43,"Museum of Science, Boston",3489,Mid-Hudson Children's Museum,1
44,"Museum of Science, Boston",1745,Highlands Museum and Discovery Center,1
45,"Museum of Science, Boston",663,Cade Museum for Creativity and Invention,1
46,"Museum of Science, Boston",3528,Niagara Science Museum,1
47,"Museum of Science, Boston",1427,Indiana State Museum,1
48,"Museum of Science, Boston",83,Anchorage Museum at Rasmuson Center,1
49,"Museum of Science, Boston",2287,Peabody Museum of Archaeology and Ethnology,1
50,"Museum of Science, Boston",5350,Neville Public Museum,1
51,"Museum of Science, Boston",3774,Mint Museum Uptown,1
52,"Museum of Science, Boston",2351,Arab American National Museum,1
53,"Museum of Science, Boston",1382,David Owsley Museum of Art,1
54,"Museum of Science, Boston",1987,Willowbrook Museum Village,1
55,"Museum of Science, Boston",95,Museum of the North,1
56,"Museum of Science, Boston",2417,Grand Rapids Public Museum,1
57,"Museum of Science, Boston",3501,Museum of the Earth,1
58,"Museum of Science, Boston",2270,New Bedford Whaling Museum,1
59,"Museum of Science, Boston",5690,Pacific Science Center,1
60,"Museum of Science, Boston",2131,Berkshire Museum,1
61,"Museum of Science, Boston",2545,Voigt House Victorian Museum,1
62,"Museum of Science, Boston",4750,Discovery Gateway,1
63,"Museum of Science, Boston",2985,University of Nebraska State Museum,1
64,"Museum of Science, Boston",3632,Utica Children's Museum,1
65,"Museum of Science, Boston",4921,George Washington Masonic National Memorial,1
66,"Museum of Science, Boston",1434,Indianapolis Museum of Art,1
67,"Museum of Science, Boston",897,Ripley's Believe It or Not! Museum,1
68,"Museum of Science, Boston",2511,University of Michigan School of Art & Design Galleries,1
69,"Museum of Science, Boston",5141,Mount St Helens Creation Center,1
70,"Museum of Science, Boston",4531,Museum & Gallery at Heritage Green,1
71,"Museum of Science, Boston",4304,National Canal Museum,1
72,"Museum of Science, Boston",619,"Winterthur Museum, Garden and Library",1
73,"Museum of Science, Boston",2286,Peabody Essex Museum,1
74,"Museum of Science, Boston",4455,Rhode Island Computer Museum,1
75,"Museum of Science, Boston",4307,National Watch and Clock Museum,1
76,"Museum of Science, Boston",5632,Boston Children's Museum,4
77,"Museum of Science, Boston",4781,USU Eastern Prehistoric Museum,1
78,"Museum of Science, Boston",2952,Joslyn Art Museum,1
79,"Museum of Science, Boston",437,Wings Over the Rockies Air and Space Museum,1
80,"Museum of Science, Boston",886,Phillip and Patricia Frost Museum of Science,1
81,"Museum of Science, Boston",1126,Adler Planetarium,1
82,"Museum of Science, Boston",570,Stepping Stones Museum for Children,1
83,"Museum of Science, Boston",1514,WonderLab,1
84,"Museum of Science, Boston",4136,Sam Noble Oklahoma Museum of Natural History,1
85,"Museum of Science, Boston",2541,Upper Peninsula Children's Museum,1
86,"Museum of Science, Boston",5515,Children's Museum of Atlanta,1
87,"Museum of Science, Boston",4209,Everhart Museum,1
88,"Museum of Science, Boston",5536,Robert C. Williams Paper Museum,1
89,"Museum of Science, Boston",5251,West Virginia State Museum,1
90,"Museum of Science, Boston",5314,Kenosha Public Museum,1
91,"Museum of Science, Boston",2944,George W. Frank House,1
92,"Museum of Science, Boston",1096,Pacific Tsunami Museum,1
93,"Museum of Science, Boston",4806,Fairbanks Museum and Planetarium,1
94,"Museum of Science, Boston",134,Fort Whipple Museum,1
95,"Museum of Science, Boston",599,Delaware Museum of Nature and Science,1
96,"Museum of Science, Boston",2967,Omaha Children's Museum,1
97,"Museum of Science, Boston",5609,Children's Museum of Pittsburgh,1
98,"Museum of Science, Boston",1120,Museum of Idaho,1
99,"Museum of Science, Boston",4776,St. George Children's Museum,1
100,"Museum of Science, Boston",850,Museum of Science and Industry,2
101,"Museum of Science, Boston",3095,Ellis Island,1
102,"Museum of Science, Boston",2528,St. Mary's Preparatory Museums,1
103,"Museum of Science, Boston",1117,Idaho Museum of Natural History,1
