query,museum_id,museum_name,score,rel
transportation museum in Georgia,5503,Susanville Railroad Depot,1.089507472,1
transportation museum in Georgia,3978,Heritage Village Museum,1.062137876,1
transportation museum in Georgia,4236,Hanover Junction Museum,1.014345011,1
transportation museum in Georgia,374,Fort Garland Museum,0.990544691,1
transportation museum in Georgia,2864,Patee House,0.974404573,1
transportation museum in Georgia,397,Montrose County Historical Museum,0.973087944,1
transportation museum in Georgia,4092,Fort Gibson Historic Site,0.970623764,1
transportation museum in Georgia,3607,Stony Point Battlefield State Historic Site,0.968090317,1
transportation museum in Georgia,3305,Albany Pine Bush Discovery Center,0.966935983,1
transportation museum in Georgia,695,DeBary Hall Historic Site,0.959736493,1
transportation museum in Georgia,1607,Sioux City Public Museum,0.959176686,1
transportation museum in Georgia,3207,Washington Crossing State Park,0.943244226,1
transportation museum in Georgia,4787,Utah State Capitol,0.938720181,1
transportation museum in Georgia,5270,Camp Five Museum,0.888710458,1
transportation museum in Georgia,413,Pikes Peak Museum,0.879726657,1
transportation museum in Georgia,431,Ute Pass History Park,0.879726657,1
transportation museum in Georgia,1112,Fort Hall,0.87698995,1
transportation museum in Georgia,737,Fort De Soto Park,0.874736642,1
transportation museum in Georgia,3683,Brady C. Jefcoat Museum,0.861001504,1
transportation museum in Georgia,1282,Naper Settlement,0.840166609,1
transportation museum in Georgia,3386,Fort Montgomery State Historic Site,0.838308823,1
transportation museum in Georgia,3200,Trailside Nature & Science Center,0.832327157,1
transportation museum in Georgia,4222,Gallitzin Tunnels Park & Museum,0.804168642,1
transportation museum in Georgia,2012,College Park Aviation Museum,0.799125481,1
transportation museum in Georgia,2740,Winona County History Center,0.796602172,1
transportation museum in Georgia,2999,Canterbury Shaker Village,0.788864365,1
transportation museum in Georgia,3128,Jersey City Museum,0.787197784,1
transportation museum in Georgia,1281,Museum of the Grand Prairie,0.77344678,1
transportation museum in Georgia,4651,Gray Fossil Museum,0.763827822,1
transportation museum in Georgia,4532,The Museum in Greenwood,0.761446717,1
transportation museum in Georgia,1511,USS LST Ship Memorial,0.746874761,1
transportation museum in Georgia,1815,Camp Moore Confederate Cemetery and Museum,0.729670743,1
transportation museum in Georgia,4933,Herndon Depot Museum,0.723305275,1
transportation museum in Georgia,3112,Heritage Glass Museum,0.717830044,1
transportation museum in Georgia,1426,Indiana Railway Museum,0.716055001,1
transportation museum in Georgia,4200,Drake Well Museum,0.707660771,1
transportation museum in Georgia,3334,Burden Iron Works,0.703337145,1
transportation museum in Georgia,4724,West Tennessee Agricultural Museum,0.702978546,1
transportation museum in Georgia,4182,Carbondale Historical Society and Museum,0.696702035,1
transportation museum in Georgia,177,Sharlot Hall Museum,0.673424162,1
transportation museum in Georgia,1725,Cumberland Gap National Historical Park,0.670602043,1
transportation museum in Georgia,1209,Graue Mill and Museum,0.660342473,1
transportation museum in Georgia,4984,Mount Vernon,0.64933639,1
transportation museum in Georgia,3717,Greensboro College Art Galleries,0.636122925,1
transportation museum in Georgia,5464,National Museum of Women in the Arts,0.631255744,1
transportation museum in Georgia,2609,Duluth Depot,0.613265922,1
transportation museum in Georgia,4957,Lee Hall Depot,0.574105545,1
transportation museum in Georgia,5459,National Museum of American History,0.57310026,1
transportation museum in Georgia,3876,Fort Totten State Historic Site,0.566507067,1
transportation museum in Georgia,5674,Bill & Melinda Gates Foundation Visitor Center,0.553547826,1
transportation museum in Georgia,2023,Fort Washington Park,0.547943634,1
transportation museum in Georgia,3973,Hancock Historical Museum,0.539462222,1
transportation museum in Georgia,5105,Chehalis–Centralia Railroad,0.526795916,1
transportation museum in Georgia,2483,New Presque Isle Light,0.501522397,1
transportation museum in Georgia,1280,Museum of Science and Industry,0.487556795,1
transportation museum in Georgia,5629,Ancient & Honorable Artillery Company Museum,0.483352227,1
transportation museum in Georgia,1567,Iowa Aviation Museum,0.479047028,1
transportation museum in Georgia,2508,R. E. Olds Transportation Museum,0.45573343,1
transportation museum in Georgia,3194,Statue of Liberty National Monument,0.418647284,1
transportation museum in Georgia,475,Danbury Railway Museum,0.414422043,1
transportation museum in Georgia,262,Parkin Archeological State Park,0.413794812,1
transportation museum in Georgia,606,Fort Delaware,0.401249407,1
transportation museum in Georgia,4817,Lake Champlain Maritime Museum,0.385495848,1
transportation museum in Georgia,4168,Berks History Center,0.37449269,1
transportation museum in Georgia,4249,Historical Society of Berks County Museum,0.37449269,1
transportation museum in Georgia,4947,Jamestown Settlement,0.366103432,1
transportation museum in Georgia,4644,Fire Museum of Memphis,0.352802452,1
transportation museum in Georgia,2933,Durham Museum,0.352669387,1
transportation museum in Georgia,2683,Minnesota Streetcar Museum,0.301279937,1
local history in Michigan,2162,Eastham Windmill,1.284273282,1
local history in Michigan,1354,Wonder Works,1.278250934,1
local history in Michigan,2097,Tilghman Watermen's Museum,1.275687566,1
local history in Michigan,1599,River Music Experience,1.273133695,1
local history in Michigan,3861,Cavalier County Museum,1.242966467,1
local history in Michigan,2522,Shrine of the Pines,1.236773544,4
local history in Michigan,3908,Victorian Dress Museum,1.225601962,1
local history in Michigan,7,Alabama Rural Heritage Center,1.213327504,1
local history in Michigan,3886,Ludwig and Christina Welk Homestead,1.212749135,1
local history in Michigan,3734,Hiddenite Center,1.193407456,1
local history in Michigan,1544,Eagle Grove Historical Museum,1.190615004,1
local history in Michigan,5496,Loomis Museum,1.186451034,1
local history in Michigan,5358,Old Town Hall Museum,1.179574667,1
local history in Michigan,4355,Southern Alleghenies Museum of Art,1.176846501,1
local history in Michigan,4550,South Carolina Botanical Garden,1.171427854,1
local history in Michigan,5245,Watters Smith Memorial State Park,1.169274341,1
local history in Michigan,187,Tovrea Castle,1.168066888,1
local history in Michigan,4932,Herndon ArtSpace,1.167128731,1
local history in Michigan,3533,Old Fort Johnson,1.157658198,1
local history in Michigan,3114,Hill Memorial Museum,1.153895051,1
local history in Michigan,5163,Ryan House Museum,1.152327149,1
local history in Michigan,4773,Silver Reef Museum,1.14352224,1
local history in Michigan,1442,Kurt Vonnegut Museum and Library,1.138023943,1
local history in Michigan,1778,Railway Museum of Greater Cincinnati,1.132325435,1
local history in Michigan,652,Boca Express Train Museum,1.110092415,1
local history in Michigan,304,Inyo Council for the Arts Gallery,1.108882058,1
local history in Michigan,2695,Phelps Mill,1.106230965,1
local history in Michigan,1924,Kingfield Historical House,1.096693855,1
local history in Michigan,1613,Toolesboro Indian Mounds,1.094570872,1
local history in Michigan,2139,Brooks Estate,1.088715666,1
local history in Michigan,4343,Roadside America,1.083614873,1
local history in Michigan,3758,Korner's Folly,1.079019089,1
local history in Michigan,1641,Dalton Gang Hideout and Museum,1.07185961,1
local history in Michigan,861,North Brevard Historical Museum,1.065238939,1
local history in Michigan,1257,Lincoln-Herndon Law Offices State Historic Site,1.06501668,1
local history in Michigan,383,Lakewood Cultural Center,1.064347655,1
local history in Michigan,1016,Hurn Museum,1.061682729,1
local history in Michigan,22,Bridgeport Depot Museum,1.055516165,1
local history in Michigan,250,Maynard Pioneer Museum,1.03998338,1
local history in Michigan,211,Ashley County Museum,1.03743892,1
local history in Michigan,5421,Charles Sumner School,1.030923654,1
local history in Michigan,880,Panama City Center for the Arts,1.029879698,1
local history in Michigan,4918,Freeman Store and Museum,1.026832374,1
local history in Michigan,212,Bradley County Historical Museum,1.019970446,1
local history in Michigan,172,Rex Allen Arizona Cowboy Museum and Willcox Cowboy Hall of Fame,1.015086986,1
local history in Michigan,230,Gann Museum,1.011857242,1
local history in Michigan,324,Sacramento Children's Museum,1.008647986,1
local history in Michigan,4346,Rough and Tumble Engineers Historical Association,1.008448713,1
local history in Michigan,264,The Peel Mansion Museum & Heritage Gardens,1.00784885,1
local history in Michigan,1167,Clark County Museum,1.006254372,1
local history in Michigan,1130,Anderson Mansion Museum,0.996792451,1
local history in Michigan,914,South Florida Railway Museum,0.992127907,1
local history in Michigan,215,Clayton House,0.989811968,1
local history in Michigan,67,Skyline Commissary,0.977640653,1
local history in Michigan,381,Kauffman House,0.93799216,1
local history in Michigan,1286,National Museum of Puerto Rican Arts and Culture,0.927730962,1
local history in Michigan,4703,Shiloh National Military Park,0.919516572,1
local history in Michigan,671,Cedar Key Museum State Park,0.916369683,1
local history in Michigan,5303,Hearthstone Historic House Museum,0.906412657,1
